검토상태,전표번호,전표유형,계정과목,품목이름,금액,적요,1차판정,판정신뢰도,적용규칙ID,핵심쟁점,판정사유,법령근거,추가확인사항,근거URL,매칭문구,규칙버전
프로토타입 1차 스크리닝,18260222-4,과세매입,운반비,화물운송,1811000,완제품 거래처 납품용 5톤 화물운송,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,운반비 | 화물운송 | 완제품 거래처 납품용 5톤 화물운송,2026-08-13
프로토타입 1차 스크리닝,18260223-1,과세매입,원자재,철판,1948000,A라인 생산용 SS400 철판 원재료 매입,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,원자재 | 철판 | A라인 생산용 SS400 철판 원재료 매입,2026-08-13
프로토타입 1차 스크리닝,18260223-2,과세매입,지급수수료,사업시행 자문,20100000,"공장 이전·확장 사업 승인신청 및 사업시행을 위한 인허가·업무대행 자문, 토지가치 증가 목적 아님 / 계약서·거래명세·계좌이체 증빙 보관",공제 가능,중간,R120_BUSINESS_EXPANSION_SERVICE,과세사업 수행을 위한 인수·실사·자문,구체적 사업 수행에 필요하고 토지 자체의 가치 증가 비용이 아닌 용역은 공제 가능,부가가치세법 제38조 제1항·대법원 2010두15902·2010두12552,계약서·자문 산출물·사업계획·대금지급 증빙을 보관하세요.,https://law.go.kr/LSW/precInfoP.do?precSeq=171788,"지급수수료 | 사업시행 자문 | 공장 이전·확장 사업 승인신청 및 사업시행을 위한 인허가·업무대행 자문, 토지가치 증가 목적 아님 / 계약서·거래명세·계좌이체 증빙 보관",2026-08-13
프로토타입 1차 스크리닝,18260223-3,과세매입,소모품비,전자기기,229000,태블릿PC 구매 - 사용자 및 사용부서 미기재,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,소모품비 | 전자기기 | 태블릿PC 구매 - 사용자 및 사용부서 미기재,2026-08-13
프로토타입 1차 스크리닝,18260223-4,과세매입,비품,노트북,6610000,품질관리팀 검사데이터 분석용 노트북 구입,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,비품 | 노트북 | 품질관리팀 검사데이터 분석용 노트북 구입,2026-08-13
프로토타입 1차 스크리닝,18260224-1,과세매입,운반비,화물운송,5805000,완제품 거래처 납품용 5톤 화물운송,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,운반비 | 화물운송 | 완제품 거래처 납품용 5톤 화물운송,2026-08-13
프로토타입 1차 스크리닝,18260224-2,과세매입,부재료비,용접봉,7793000,생산공정 용접작업용 용접봉 구매,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,부재료비 | 용접봉 | 생산공정 용접작업용 용접봉 구매,2026-08-13
프로토타입 1차 스크리닝,18260224-3,과세매입,원자재,베어링,8093000,감속기 조립용 베어링 생산자재 매입,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,원자재 | 베어링 | 감속기 조립용 베어링 생산자재 매입,2026-08-13
프로토타입 1차 스크리닝,18260224-4,과세매입,소모품비,가사용품,191000,대표 개인주거지 배송 가사용 생활용품,불공제 가능,높음,R030_PRIVATE_OR_HOME_USE,사업과 직접 관련 없는 개인·가사 지출,대표자 개인사용·가사 지출 등 사업과 직접 관련 없는 지출은 불공제,부가가치세법 제39조 제1항 제4호·시행령 제77조,실제 사용 장소와 사용자 및 회사업무 관련성을 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제77조,소모품비 | 가사용품 | 대표 개인주거지 배송 가사용 생활용품,2026-08-13
프로토타입 1차 스크리닝,18260225-1,과세매입,기업업무추진비,거래처식사,670000,주요 거래처 임원 4명 접대 목적 저녁식사,불공제 가능,높음,R040_BUSINESS_PROMOTION,기업업무추진비·접대성 지출,기업업무추진비와 유사한 접대성 비용의 매입세액은 불공제,부가가치세법 제39조 제1항 제6호·시행령 제79조,지출 상대방·목적·참석자와 광고선전 또는 복리후생 해당 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제79조,기업업무추진비 | 거래처식사 | 주요 거래처 임원 4명 접대 목적 저녁식사,2026-08-13
프로토타입 1차 스크리닝,18260225-2,과세매입,복리후생비,개인용품,1908000,대표이사 자택 사용 가전제품 구매,불공제 가능,높음,R030_PRIVATE_OR_HOME_USE,사업과 직접 관련 없는 개인·가사 지출,대표자 개인사용·가사 지출 등 사업과 직접 관련 없는 지출은 불공제,부가가치세법 제39조 제1항 제4호·시행령 제77조,실제 사용 장소와 사용자 및 회사업무 관련성을 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제77조,복리후생비 | 개인용품 | 대표이사 자택 사용 가전제품 구매,2026-08-13
프로토타입 1차 스크리닝,18260225-3,과세매입,차량유지비,유류비,2358000,현장 방문 차량 주유 - 차종 및 차량번호 미기재,추가검토,높음,R100_AMBIGUOUS_VEHICLE,차종·용도 확인 필요,차량비는 차종과 직접 영업 사용 여부가 없으면 불공제 여부를 판정할 수 없음,부가가치세법 제39조 제1항 제5호,차종·정원·배기량·차량번호·업무용도를 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제39조,차량유지비 | 유류비 | 현장 방문 차량 주유 - 차종 및 차량번호 미기재,2026-08-13
프로토타입 1차 스크리닝,18260225-4,과세매입,지급수수료,인허가용역,10200000,"과세 제조시설 신축사업 추진을 위한 행정 인허가 및 사업계획 조정 용역, 부지 취득 자체를 위한 용역 아님 / 계약서·거래명세·계좌이체 증빙 보관",공제 가능,중간,R120_BUSINESS_EXPANSION_SERVICE,과세사업 수행을 위한 인수·실사·자문,구체적 사업 수행에 필요하고 토지 자체의 가치 증가 비용이 아닌 용역은 공제 가능,부가가치세법 제38조 제1항·대법원 2010두15902·2010두12552,계약서·자문 산출물·사업계획·대금지급 증빙을 보관하세요.,https://law.go.kr/LSW/precInfoP.do?precSeq=171788,"지급수수료 | 인허가용역 | 과세 제조시설 신축사업 추진을 위한 행정 인허가 및 사업계획 조정 용역, 부지 취득 자체를 위한 용역 아님 / 계약서·거래명세·계좌이체…",2026-08-13
프로토타입 1차 스크리닝,18260226-1,과세매입,지급수수료,자문료,4912000,외부 컨설팅 수수료 - 프로젝트명 미기재,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,지급수수료 | 자문료 | 외부 컨설팅 수수료 - 프로젝트명 미기재,2026-08-13
프로토타입 1차 스크리닝,18260226-2,과세매입,복리후생비(생산),생산직원식대,5268000,야간 잔업 생산직원 식대 18명,공제 가능,중간,R150_EMPLOYEE_WELFARE_TRAINING,종업원 복리후생·직무교육,종업원 공동 복리후생과 직무 관련 교육은 사업 관련 매입으로 공제 가능,부가가치세법 제38조 제1항,대상자가 종업원인지와 복리후생 기준을 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,복리후생비(생산) | 생산직원식대 | 야간 잔업 생산직원 식대 18명,2026-08-13
프로토타입 1차 스크리닝,18260226-3,과세매입,차량유지비,승용차수리,685000,"관리팀 1,600cc 승용차 엔진오일 및 수리",불공제 가능,높음,R050_SMALL_PASSENGER_CAR,비영업용 소형승용자동차 관련,직접 영업에 쓰는 예외 업종 외 소형승용차의 구입·임차·유지는 불공제,부가가치세법 제39조 제1항 제5호·시행령 제78조,차종·정원·배기량·차량번호와 직접 영업 사용 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제78조,"차량유지비 | 승용차수리 | 관리팀 1,600cc 승용차 엔진오일 및 수리",2026-08-13
프로토타입 1차 스크리닝,18260226-4,과세매입,비품,노트북,8789000,품질관리팀 검사데이터 분석용 노트북 구입,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,비품 | 노트북 | 품질관리팀 검사데이터 분석용 노트북 구입,2026-08-13
프로토타입 1차 스크리닝,18260227-1,과세매입,소모품비(생산),안전장갑,5133000,현장 생산직 지급용 안전장갑 구매,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,소모품비(생산) | 안전장갑 | 현장 생산직 지급용 안전장갑 구매,2026-08-13
프로토타입 1차 스크리닝,18260227-2,과세매입,임차료,공장창고,3553000,원재료 보관용 외부 창고 월 임차료,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,임차료 | 공장창고 | 원재료 보관용 외부 창고 월 임차료,2026-08-13
프로토타입 1차 스크리닝,18260227-3,과세매입,복리후생비(생산),생산직원식대,7761000,야간 잔업 생산직원 식대 18명,공제 가능,중간,R150_EMPLOYEE_WELFARE_TRAINING,종업원 복리후생·직무교육,종업원 공동 복리후생과 직무 관련 교육은 사업 관련 매입으로 공제 가능,부가가치세법 제38조 제1항,대상자가 종업원인지와 복리후생 기준을 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,복리후생비(생산) | 생산직원식대 | 야간 잔업 생산직원 식대 18명,2026-08-13
프로토타입 1차 스크리닝,18260227-4,과세매입,운반비,화물운송,7156000,완제품 거래처 납품용 5톤 화물운송,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,운반비 | 화물운송 | 완제품 거래처 납품용 5톤 화물운송,2026-08-13
프로토타입 1차 스크리닝,18260228-1,과세매입,소모품비,가사용품,1974000,대표 개인주거지 배송 가사용 생활용품,불공제 가능,높음,R030_PRIVATE_OR_HOME_USE,사업과 직접 관련 없는 개인·가사 지출,대표자 개인사용·가사 지출 등 사업과 직접 관련 없는 지출은 불공제,부가가치세법 제39조 제1항 제4호·시행령 제77조,실제 사용 장소와 사용자 및 회사업무 관련성을 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제77조,소모품비 | 가사용품 | 대표 개인주거지 배송 가사용 생활용품,2026-08-13
